,tree_id,lat,lon,month_planted,year_planted,season
2104,44203,37.77711577,-122.4714023,12,2000,winter
2108,11320,37.73066535,-122.3815802,7,1999,summer
2120,134277,37.7933114,-122.4230907,5,2002,spring
2123,35881,37.73755662,-122.4039477,4,1998,spring
2132,110781,37.7549774,-122.4233625,5,2015,spring
2141,159947,37.71877949,-122.440192,11,2019,fall
2142,68959,37.77665804,-122.4783284,12,1993,winter
2149,142563,37.80451387,-122.4143374,1,2020,winter
2154,95677,37.72667649,-122.4206152,3,2011,spring
2166,9266,37.77978468,-122.4916455,3,2011,spring
2171,67873,37.78503562,-122.4547796,2,1993,winter
2177,40203,37.77797527,-122.5029341,5,1999,spring
2179,27131,37.73577476,-122.4000802,6,1999,summer
2180,40149,37.77542231,-122.4274254,4,1999,spring
2185,41798,37.76817744,-122.4037678,6,2000,summer
2189,63561,37.7554779,-122.5001281,4,1987,spring
2199,29325,37.74000331,-122.4636956,2,2012,winter
2200,69365,37.80342036,-122.43501,4,1994,spring
2203,30746,37.7733556,-122.4287072,1,1995,winter
2216,93305,37.76309478,-122.4283425,12,2008,winter
2220,76250,37.76382069,-122.4128895,3,1994,spring
2221,43527,37.77477655,-122.4384966,7,2000,summer
2224,162946,37.72217592,-122.452554,9,2021,fall
2228,231035,37.76042022,-122.4122567,1,2003,winter
2242,91588,37.76676938,-122.4177113,3,2007,spring
2243,27492,37.75109192,-122.4206809,8,2016,summer
2245,15130,37.78726786,-122.4008767,4,1995,spring
2246,34081,37.76475112,-122.4164385,7,1997,summer
2248,95910,37.75246796,-122.4903968,7,2011,summer
2249,67972,37.77448037,-122.4816655,5,2009,spring
2264,34268,37.78624036,-122.4872576,7,1997,summer
2266,91827,37.7664314,-122.4131296,3,2007,spring
2272,102177,37.75815347,-122.4367941,12,2012,winter
2273,218494,37.71578871,-122.4608313,2,2016,winter
2278,68966,37.80338916,-122.445645,1,1994,winter
2282,216718,37.71961528,-122.4591242,10,2017,fall
2287,266892,37.74986731,-122.4773111,12,2021,winter
2288,115613,37.76625994,-122.4007908,2,2016,winter
2289,52314,37.75272067,-122.4382896,2,2008,winter
2291,61824,37.77661036,-122.425733,11,2020,fall
2293,91646,37.75285303,-122.4162407,3,2007,spring
2297,33171,37.74231298,-122.4908225,11,1996,fall
2298,85685,37.77802662,-122.4001077,4,2007,spring
2299,26011,37.7348472,-122.390633,1,1998,winter
2305,42653,37.73999573,-122.4981204,6,2000,summer
2309,15056,37.73431078,-122.3905262,6,2012,summer
2311,59284,37.79092115,-122.4206762,8,1980,summer
2319,83000,37.72905986,-122.3886919,7,2009,summer
2321,16400,37.78495261,-122.4228729,4,2005,spring
2327,9423,37.78068756,-122.4225248,2,2011,winter
2328,61499,37.78494975,-122.4796331,8,1984,summer
2329,90804,37.77384954,-122.4956141,3,2016,spring
2330,5222,37.77885189,-122.4384376,5,2014,spring
2332,83407,37.78382364,-122.4194087,7,2009,summer
2334,34812,37.78110669,-122.4987053,2,1998,winter
2340,102196,37.75927966,-122.4379836,1,2013,winter
2348,89701,37.77878628,-122.469667,2,2008,winter
2354,38610,37.73141126,-122.3895467,5,2002,spring
2358,5474,37.75957284,-122.4257521,7,2015,summer
2359,34865,37.75949922,-122.4827912,8,1997,summer
2360,253127,37.75600282,-122.5046115,7,2017,summer
2361,48932,37.75838825,-122.4122719,11,2002,fall
2364,23461,37.79689813,-122.4234735,7,2011,summer
2371,89549,37.77700759,-122.5085059,3,2008,spring
2382,37957,37.76120699,-122.39043,7,1998,summer
2383,104693,37.78221728,-122.4822639,10,2013,fall
2384,76762,37.71432563,-122.4591287,11,1989,fall
2386,53948,37.73370417,-122.4078165,8,2012,summer
2389,82872,37.72944931,-122.4205697,7,2009,summer
2394,37717,37.74195251,-122.4985929,3,2015,spring
2396,86397,37.75712885,-122.484271,12,2006,winter
2400,58091,37.79284026,-122.4210543,10,2010,fall
2413,54989,37.77593288,-122.4748536,9,1972,fall
2423,5751,37.74086297,-122.4242638,2,2008,winter
2427,218225,37.7428649,-122.4639348,4,2020,spring
2428,27464,37.75255602,-122.3875828,3,2000,spring
2430,90162,37.77705513,-122.4695909,2,2008,winter
2432,24286,37.70931026,-122.4370788,8,2021,summer
2433,1959,37.7336183,-122.3813073,2,1999,winter
2436,59661,37.77811498,-122.4332667,3,1981,spring
2438,65755,37.80034415,-122.429323,4,1990,spring
2446,107404,37.7825638,-122.4748233,9,2014,fall
2447,15599,37.74359638,-122.4212873,7,1995,summer
2449,113491,37.78192599,-122.4654231,12,2015,winter
2457,47277,37.75927396,-122.4072746,12,2014,winter
2458,25346,37.75709778,-122.4953518,5,1997,spring
2460,89485,37.77783348,-122.4936096,3,2008,spring
2461,253156,37.76112306,-122.4082733,7,2017,summer
2463,29275,37.7466225,-122.4470948,10,2005,fall
2464,44274,37.75985386,-122.4041404,2,2001,winter
2471,108393,37.75823479,-122.4197386,12,2014,winter
2478,31991,37.78432448,-122.4624572,6,1995,summer
2479,34815,37.78103308,-122.5008613,6,2002,summer
2481,104315,37.77975033,-122.4848076,6,2015,summer
2486,264669,37.74000475,-122.4267155,9,2020,fall
2497,29587,37.72770032,-122.4722031,4,2007,spring
2507,30745,37.77336882,-122.4286428,1,1995,winter
2510,39694,37.73418945,-122.39274,1,1999,winter
2512,90173,37.77680973,-122.4750441,2,2008,winter
2531,31373,37.74327146,-122.4729094,4,1995,spring
2532,39491,37.74999547,-122.4301688,12,1998,winter
2543,12956,37.73468802,-122.4356388,6,1998,summer
2544,93368,37.77808943,-122.4515779,11,2008,fall
2545,29055,37.77054452,-122.4124944,12,2005,winter
2548,6007,37.78107091,-122.4356792,5,1992,spring
2549,239457,37.73666532,-122.435698,10,2017,fall
2555,62189,37.72504292,-122.4411124,9,1985,fall
2556,264798,37.72235705,-122.4085299,10,2020,fall
2557,83702,37.73252553,-122.389835,7,2009,summer
2559,31303,37.77795126,-122.4256715,4,1995,spring
2560,8000,37.77891793,-122.4225608,5,1992,spring
2566,67657,37.73781588,-122.392815,11,1992,fall
2570,109967,37.71878022,-122.3910748,3,2015,spring
2571,90371,37.77721499,-122.462735,2,2008,winter
2573,76344,37.75811133,-122.5024502,5,1994,spring
2577,43178,37.72715451,-122.4204514,7,2000,summer
2578,214549,37.76410952,-122.4667554,1,2016,winter
2579,5588,37.75221988,-122.4250494,5,1990,spring
2580,30543,37.70957841,-122.4012648,1,1995,winter
2581,11922,37.73725421,-122.3824772,5,2016,spring
2582,69303,37.77860184,-122.4436812,1,2014,winter
2584,86528,37.75993715,-122.4855405,12,2006,winter
2590,33275,37.79344861,-122.4130337,11,1996,fall
2593,34259,37.78559278,-122.4645345,5,1998,spring
2594,63992,37.80252057,-122.4160233,10,1987,fall
2595,83916,37.75900019,-122.5068287,1,2008,winter
2598,251682,37.71897017,-122.4539305,10,2017,fall
2603,84466,37.7601684,-122.4183485,6,2008,summer
2604,106161,37.80558939,-122.4208842,3,2014,spring
2618,110624,37.76449805,-122.4243841,4,2015,spring
2625,248880,37.76218755,-122.4145157,5,2020,spring
2626,37386,37.71055643,-122.4473251,6,1998,summer
2628,13428,37.79423991,-122.3948965,10,2003,fall
2639,90717,37.77343516,-122.5080693,4,2008,spring
2640,6477,37.73959878,-122.3821173,1,2004,winter
2642,90349,37.77688078,-122.4701229,2,2008,winter
2643,5029,37.74265102,-122.4365079,6,1992,summer
2644,25472,37.71420876,-122.4645991,12,2019,winter
2646,5095,37.73684598,-122.4345195,2,2004,winter
2649,4106,37.74806142,-122.4172465,12,2003,winter
2652,90821,37.77404254,-122.4913462,4,2008,spring
2654,234784,37.73503901,-122.4329583,12,2019,winter
2655,30635,37.77038836,-122.4154127,1,1995,winter
2656,265043,37.73105825,-122.4850651,12,2020,winter
2663,22251,37.73688244,-122.3901315,3,1995,spring
2664,68958,37.77846868,-122.4796244,12,1993,winter
2667,88553,37.77422975,-122.4734342,7,2008,summer
2669,85613,37.72802001,-122.3818716,3,2007,spring
2671,53290,37.79963861,-122.4257974,8,1969,summer
2675,10517,37.76924622,-122.4523728,8,1996,summer
2678,85716,37.77634648,-122.4112808,4,2007,spring
2679,48441,37.78406214,-122.4411678,7,2002,summer
2688,109142,37.7828773,-122.489072,1,2015,winter
2689,92418,37.76372021,-122.4974864,7,2009,summer
2698,49522,37.76956142,-122.4085883,4,2003,spring
2710,71451,37.75190012,-122.4161287,9,1982,fall
2712,89598,37.77758733,-122.4956553,3,2008,spring
2721,29152,37.7842411,-122.4125871,11,2005,fall
2724,259756,37.73857036,-122.3874533,10,2018,fall
2726,244,37.73193736,-122.4750651,11,1995,fall
2727,39592,37.75791372,-122.4006365,12,1998,winter
2733,15227,37.77689859,-122.4140007,12,2009,winter
2735,65883,37.79817478,-122.4356373,4,2013,spring
2736,254217,37.74434327,-122.4737068,1,2018,winter
2739,137822,37.78827652,-122.4317037,6,2011,summer
2742,30713,37.77393927,-122.4231429,1,1995,winter
2746,83178,37.77388002,-122.477927,12,2019,winter
2749,253426,37.78669472,-122.4677265,3,2018,spring
2751,21660,37.7866978,-122.4290145,3,2015,spring
2756,250074,37.78838405,-122.422774,4,2017,spring
2757,141402,37.77732675,-122.4265918,7,2016,summer
2761,161275,37.7197211,-122.4321453,10,2017,fall
2765,102184,37.78797965,-122.4315836,8,2015,summer
2767,37140,37.77643107,-122.501593,6,1998,summer
2769,27855,37.77803015,-122.4467037,12,2007,winter
2770,85676,37.77775038,-122.4004573,4,2007,spring
2773,22708,37.78040107,-122.4333526,1,2001,winter
2774,90260,37.77566375,-122.4996534,4,2008,spring
2779,85439,37.76709713,-122.4232093,8,2007,summer
2783,80919,37.73553059,-122.4161999,12,2007,winter
2786,115731,37.73820528,-122.465108,2,2016,winter
2791,4024,37.74981222,-122.3963104,4,1995,spring
2792,23152,37.7755838,-122.4191768,10,2000,fall
2793,88387,37.78175812,-122.4783296,7,2008,summer
2798,68160,37.79705948,-122.4406212,6,1993,summer
2799,35869,37.73812661,-122.405618,4,1998,spring
2800,89685,37.77854559,-122.4745393,4,2008,spring
2809,101866,37.71575775,-122.4382057,1,2013,winter
2811,61822,37.79584626,-122.4445316,2,1985,winter
2813,6822,37.74083447,-122.3861797,3,2006,spring
2816,230479,37.75337448,-122.4101995,11,2002,fall
2817,170290,37.72834291,-122.4446788,8,2017,summer
2818,60865,37.79461764,-122.4329043,4,1983,spring
2825,87880,37.80375883,-122.4361601,6,2008,summer
2827,31990,37.78576668,-122.4623935,6,1995,summer
2828,8520,37.783617,-122.437806,2,1999,winter
2831,15571,37.75083164,-122.4182212,9,2015,fall
2837,68660,37.78364032,-122.4656255,11,1993,fall
2839,27575,37.7554914,-122.3869835,2,2003,winter
2843,107887,37.79440464,-122.4087995,11,2014,fall
2844,2287,37.71451517,-122.479498,8,2016,summer
2847,250419,37.78885679,-122.4858999,7,1997,summer
2852,81725,37.75513169,-122.3910044,6,2012,summer
2854,253533,37.72207681,-122.4398369,9,2017,fall
2870,15196,37.77905432,-122.4112584,3,1995,spring
2871,261750,37.7430691,-122.4604604,2,2020,winter
2880,87618,37.72420094,-122.4723634,1,2008,winter
2884,255397,37.72943465,-122.393422,6,2018,summer
2887,162839,37.71970151,-122.4541741,10,2017,fall
2888,201837,37.72748785,-122.3707274,7,2017,summer
2893,110774,37.7549774,-122.4233625,5,2015,spring
2896,9490,37.78038905,-122.4249261,5,2002,spring
2900,111864,37.74152473,-122.4625682,6,2015,summer
2901,261511,37.72782555,-122.4035824,1,2020,winter
2902,94865,37.73087902,-122.4202556,11,2010,fall
2910,86899,37.80028455,-122.4249152,10,2007,fall
2913,65784,37.78635065,-122.4615308,4,1990,spring
2914,41940,37.77645528,-122.4627682,5,2011,spring
2918,4160,37.74784972,-122.423377,12,2003,winter
2921,62035,37.77778439,-122.481271,6,1985,summer
2932,86200,37.74322544,-122.4811478,1,2007,winter
2933,63185,37.78097483,-122.4965387,12,1986,winter
2935,87097,37.78790268,-122.4195883,12,2007,winter
2936,14764,37.77902627,-122.4280339,5,1992,spring
2945,35170,37.78116598,-122.4965542,2,1998,winter
2954,216859,37.71223273,-122.4608534,10,2017,fall
2959,92080,37.79846593,-122.4306316,6,2009,summer
2965,37830,37.72014777,-122.4294714,7,2007,summer
2966,65769,37.79883214,-122.4298119,4,1990,spring
2972,6481,37.73980606,-122.3824732,3,2004,spring
2976,24489,37.77487417,-122.4317584,3,2006,spring
2977,102762,37.77857591,-122.4082182,2,2013,winter
2982,104480,37.763099,-122.3985216,3,2014,spring
2984,91785,37.77680109,-122.4047652,3,2007,spring
2985,66129,37.80309124,-122.4399518,8,1990,summer
2990,27034,37.73094428,-122.4100992,5,1999,spring
2992,69442,37.77781418,-122.3957118,10,2016,fall
2995,34614,37.7900882,-122.4467515,7,1997,summer
2999,115231,37.78315057,-122.4890918,3,2018,spring
3001,253944,37.7299675,-122.4443611,10,2018,fall
3005,32703,37.78620552,-122.4178898,10,1996,fall
3006,47438,37.77444553,-122.5025279,1,2020,winter
3007,215160,37.71304038,-122.4671733,3,2018,spring
3012,50645,37.77048225,-122.4017601,12,2003,winter
3020,151101,37.77433075,-122.4286459,6,2018,summer
3026,1952,37.73376248,-122.3815535,2,1999,winter
3031,85919,37.75410431,-122.4838998,12,2006,winter
3035,58774,37.75519426,-122.4015495,8,1979,summer
3037,17698,37.78011664,-122.4353449,5,1992,spring
3039,7961,37.79147574,-122.4243347,5,1997,spring
3043,43062,37.77987138,-122.4943155,2,2017,winter
3045,28908,37.77699695,-122.4080348,2,2006,winter
3046,1790,37.71530726,-122.3988921,1,1997,winter
3058,50467,37.75155147,-122.4287919,4,2016,spring
3081,89750,37.77922405,-122.4597112,2,2008,winter
3083,45054,37.74501254,-122.4834261,5,2001,spring
3087,10380,37.77031499,-122.4439766,2,1991,winter
3088,5150,37.77093529,-122.4370904,4,2016,spring
3091,22076,37.7493654,-122.3873484,12,1997,winter
3092,47117,37.74174096,-122.422278,5,2002,spring
3095,24126,37.7360811,-122.3859307,5,1997,spring
3099,90523,37.77666819,-122.4845873,3,2008,spring
3100,44019,37.78160382,-122.4164752,9,2000,fall
3101,20504,37.76515572,-122.49588,3,1991,spring
3108,233017,37.74344062,-122.4172435,6,2020,summer
3109,45231,37.7275686,-122.4137598,6,2001,summer
3111,31001,37.7097796,-122.4322766,3,1995,spring
3116,232623,37.75885721,-122.4494271,12,1997,winter
3131,216970,37.75787363,-122.4717465,2,2018,winter
3133,4717,37.80412095,-122.415707,8,2006,summer
3136,109058,37.71280505,-122.4384601,1,2015,winter
3143,49710,37.79741996,-122.4458071,6,2003,summer
3147,124813,37.80278415,-122.4467427,5,2019,spring
3148,34814,37.77978868,-122.4998264,2,1998,winter
3150,62606,37.77346381,-122.4970752,2,1986,winter
3158,108909,37.73759977,-122.4145746,1,2015,winter
3166,24688,37.77974201,-122.4892512,3,2011,spring
3175,115751,37.736647,-122.4627469,5,2016,spring
3177,65791,37.72041277,-122.435813,5,1990,spring
3178,90460,37.77476324,-122.484252,3,2008,spring
3181,37188,37.75962533,-122.4885786,6,1998,summer
3182,44327,37.7603454,-122.450243,3,2001,spring
3183,68690,37.7848182,-122.4709317,11,1993,fall
3187,66349,37.78759877,-122.3908531,10,1992,fall
3188,52945,37.7245575,-122.4421167,8,2006,summer
3196,93455,37.74238811,-122.48878,2,2009,winter
3199,43681,37.77697613,-122.4628374,7,2000,summer
3203,32294,37.76614147,-122.4030153,8,1996,summer
3207,87608,37.72420094,-122.4723634,1,2008,winter
3210,6826,37.74083447,-122.3861797,12,2000,winter
3212,26592,37.72312451,-122.4004701,1,1998,winter
3215,28440,37.72953383,-122.468657,4,2003,spring
3216,32936,37.7627328,-122.3951597,11,1996,fall
3218,160442,37.71916402,-122.4364214,12,2021,winter
3224,52558,37.75564295,-122.4979751,1,2006,winter
3231,24839,37.73549043,-122.4098748,1,1996,winter
3236,64840,37.7591387,-122.4011623,1,1989,winter
3241,98801,37.79402479,-122.4085402,3,2012,spring
3243,265455,37.72046253,-122.4052318,6,2021,summer
3244,29948,37.71308408,-122.460048,3,2007,spring
3248,91820,37.75913575,-122.4124429,3,2007,spring
3257,62980,37.79762885,-122.4168598,8,1986,summer
3258,43049,37.74641919,-122.4996459,7,2000,summer
3259,60355,37.72993619,-122.3839881,10,1982,fall
3261,87806,37.78397358,-122.4883735,6,2008,summer
3266,103274,37.73530522,-122.402705,3,2013,spring
3270,52941,37.72251503,-122.4407366,8,2006,summer
3273,26432,37.782838,-122.4392705,1,2010,winter
3275,192048,37.77487463,-122.3976157,8,2017,summer
3276,28454,37.7268285,-122.4660016,4,2003,spring
3279,34758,37.7533995,-122.4153515,7,1997,summer
3285,65762,37.79885222,-122.4307114,4,1990,spring
3286,85062,37.75671209,-122.3882746,8,2015,summer
3294,25840,37.79960871,-122.3982442,10,1995,fall
3297,20788,37.75521989,-122.495186,5,1997,spring
3300,84207,37.70971457,-122.4083235,6,2008,summer
3302,4175,37.74787399,-122.4250828,4,1995,spring
3308,16231,37.73143701,-122.448124,11,1992,fall
3310,29993,37.74483422,-122.4223472,3,2007,spring
3317,29171,37.75130663,-122.4989724,3,2006,spring
3325,117432,37.71782463,-122.4368544,6,2016,summer
3328,29605,37.72126685,-122.4725451,3,2006,spring
3335,37797,37.72640475,-122.4073979,7,1998,summer
3336,64843,37.77526618,-122.4310007,1,1991,winter
3347,29342,37.73667874,-122.4693298,2,2012,winter
3351,40840,37.77790804,-122.4097002,7,2009,summer
3353,27286,37.72874891,-122.421914,1,2009,winter
3355,136907,37.79933772,-122.4032988,1,2017,winter
3356,101740,37.7959313,-122.4226235,12,2012,winter
3360,29098,37.7841983,-122.4185645,11,2005,fall
3363,115828,37.71390973,-122.4724216,8,2016,summer
3366,5557,37.75378805,-122.4251927,10,2006,fall
3368,30346,37.76090077,-122.3984032,2,1956,winter
3371,245386,37.7448968,-122.4202052,2,1998,winter
3372,108818,37.71955583,-122.4321094,1,2015,winter
3375,22411,37.72494487,-122.394651,4,2015,spring
3377,255501,37.74334364,-122.4264203,5,2020,spring
3379,91817,37.75594577,-122.4121392,3,2007,spring
3380,64657,37.73509434,-122.4056635,9,1988,fall
3381,12083,37.73206435,-122.3830687,12,2007,winter
3387,103866,37.78991854,-122.4207304,8,2013,summer
3400,27889,37.78323754,-122.3884251,1,2001,winter
3411,32572,37.75709346,-122.4167456,10,1996,fall
3416,3208,37.78605918,-122.4569084,3,1993,spring
3420,31048,37.71201313,-122.43207,3,1995,spring
3429,60315,37.775414,-122.4447259,10,1982,fall
3431,33319,37.80039335,-122.4277917,11,1996,fall
3433,76185,37.77400349,-122.4290514,11,1994,fall
3434,110524,37.77665489,-122.4322065,4,2015,spring
3435,11317,37.73066535,-122.3815802,3,1997,spring
3437,18059,37.78663345,-122.4434012,10,1990,fall
3440,93470,37.7426876,-122.4818076,2,2009,winter
3452,109073,37.7624975,-122.4736695,1,2015,winter
3455,8041,37.7789601,-122.4250781,7,2015,summer
3457,95919,37.77477437,-122.4736303,7,2011,summer
3465,47494,37.72933206,-122.436476,5,2002,spring
3466,61649,37.78531527,-122.4668244,11,1984,fall
3473,29879,37.76992496,-122.4202244,10,2012,fall
3475,40635,37.7836592,-122.4442071,8,1999,summer
3478,28915,37.77821861,-122.4098508,2,2006,winter
3481,8906,37.78103606,-122.4671033,11,1994,fall
3485,30803,37.73349501,-122.4369188,2,1995,winter
3487,264713,37.7658429,-122.4002422,9,2020,fall
3494,262366,37.77733981,-122.4259039,9,2020,fall
3496,24736,37.77956943,-122.501444,4,2015,spring
3501,48758,37.78316322,-122.3902872,10,2002,fall
3502,86129,37.75648307,-122.4819271,1,2007,winter
3503,25595,37.73972776,-122.4086616,5,1997,spring
3509,27604,37.77765329,-122.4325252,11,2017,fall
3513,12813,37.78594802,-122.4824288,7,2008,summer
3515,92293,37.74007801,-122.4777092,7,2009,summer
3526,95884,37.73367082,-122.4897271,3,2011,spring
3529,171365,37.7275005,-122.4323055,11,2019,fall
3530,29773,37.80637005,-122.4191151,8,2006,summer
3531,69025,37.74742317,-122.5055009,1,1994,winter
3532,41778,37.79751727,-122.4221727,10,2013,fall
3536,160693,37.71879813,-122.4314816,10,2017,fall
3547,30826,37.73297401,-122.43607,2,1995,winter
3548,32542,37.78416269,-122.4580849,6,1990,summer
3550,49782,37.71143508,-122.4000004,10,2020,fall
3560,103899,37.76277516,-122.3885732,2,2013,winter
